Star_name	Mass	Metallicity	Logg	Spectral_type	Distance	Temperature	Radius	vsini	spectral_index_01	spectral_index_02	spectral_index_03	spectral_index_04	spectral_index_05	spectral_index_06	
star_513	0.528           	0.500           	4.500           	0.053           	13.188          	4584.120        	0.528           	77.000          	6.464           	14.890          	-9.618          	1.376           	21.355          	307.800
star_514	0.527           	0.500           	4.500           	0.053           	91.550          	4581.360        	0.527           	77.000          	6.464           	14.892          	-9.619          	1.372           	21.356          	308.400
star_515	0.526           	1.000           	4.000           	0.053           	57.066          	4578.600        	0.526           	77.000          	5.589           	13.277          	-5.724          	5.596           	18.865          	309.000
star_516	0.525           	0.000           	5.000           	0.053           	20.071          	4575.840        	0.525           	77.000          	7.594           	17.086          	-15.625         	2.626           	24.680          	309.600
star_517	0.524           	0.500           	4.500           	0.052           	50.541          	4573.080        	0.524           	77.000          	6.462           	14.897          	-9.620          	1.360           	21.359          	310.200
star_518	0.523           	0.000           	4.500           	0.052           	49.171          	4570.320        	0.523           	77.000          	6.200           	13.951          	-9.882          	2.355           	20.151          	310.800
star_519	0.523           	0.500           	4.000           	0.052           	91.997          	4567.560        	0.523           	77.000          	5.324           	12.340          	-5.989          	1.090           	17.664          	311.400
star_520	0.522           	0.000           	5.000           	0.052           	23.633          	4564.800        	0.522           	77.000          	7.594           	17.086          	-15.625         	2.608           	24.680          	312.000
star_521	0.521           	1.000           	5.000           	0.052           	41.779          	4562.040        	0.521           	77.000          	8.114           	18.992          	-15.104         	7.595           	27.106          	312.600
star_522	0.520           	0.000           	4.000           	0.052           	16.918          	4559.280        	0.520           	77.000          	5.062           	11.391          	-6.250          	2.079           	16.453          	313.200
star_523	0.519           	1.000           	4.000           	0.052           	57.881          	4556.520        	0.519           	77.000          	5.581           	13.303          	-5.731          	5.704           	18.885          	313.800
star_524	0.518           	0.000           	4.000           	0.052           	8.839           	4553.760        	0.518           	77.000          	5.062           	11.391          	-6.250          	2.072           	16.453          	314.400
star_525	0.517           	0.000           	4.000           	0.052           	18.327          	4551.000        	0.517           	77.000          	5.062           	11.391          	-6.250          	2.068           	16.453          	315.000
star_526	0.516           	0.500           	4.000           	0.052           	47.058          	4548.240        	0.516           	77.000          	5.321           	12.352          	-5.992          	1.064           	17.673          	315.600
star_527	0.515           	0.000           	5.000           	0.052           	84.084          	4545.480        	0.515           	77.000          	7.594           	17.086          	-15.625         	2.576           	24.680          	316.200
star_528	0.514           	0.000           	4.500           	0.051           	5.400           	4542.720        	0.514           	77.000          	6.200           	13.951          	-9.882          	2.314           	20.151          	316.800
star_529	0.513           	0.000           	5.000           	0.051           	86.566          	4539.960        	0.513           	77.000          	7.594           	17.086          	-15.625         	2.567           	24.680          	317.400
star_530	0.512           	1.000           	5.000           	0.051           	29.233          	4537.200        	0.512           	77.000          	8.106           	19.022          	-15.113         	7.750           	27.129          	318.000
star_531	0.511           	1.000           	5.000           	0.051           	83.815          	4534.440        	0.511           	77.000          	8.105           	19.026          	-15.114         	7.768           	27.131          	318.600
star_532	0.511           	0.000           	5.000           	0.051           	14.793          	4531.680        	0.511           	77.000          	7.594           	17.086          	-15.625         	2.553           	24.680          	319.200
star_533	0.510           	1.000           	4.500           	0.051           	9.052           	4528.920        	0.510           	77.000          	6.710           	15.897          	-9.372          	6.823           	22.607          	319.800
star_534	0.509           	1.000           	4.000           	0.051           	89.344          	4526.160        	0.509           	77.000          	5.571           	13.341          	-5.741          	5.857           	18.912          	320.400
star_535	0.508           	1.000           	5.000           	0.051           	31.787          	4523.400        	0.508           	77.000          	8.102           	19.040          	-15.117         	7.839           	27.141          	321.000
star_536	0.507           	1.000           	5.000           	0.051           	70.877          	4520.640        	0.507           	77.000          	8.101           	19.043          	-15.118         	7.856           	27.144          	321.600
star_537	0.506           	1.000           	4.500           	0.051           	27.608          	4517.880        	0.506           	77.000          	6.706           	15.912          	-9.376          	6.887           	22.618          	322.200
star_538	0.505           	0.500           	4.000           	0.051           	4.127           	4515.120        	0.505           	77.000          	5.315           	12.373          	-5.997          	1.020           	17.688          	322.800
star_539	0.504           	0.500           	4.500           	0.050           	23.374          	4512.360        	0.504           	77.000          	6.452           	14.935          	-9.630          	1.269           	21.387          	323.400
star_540	0.503           	0.000           	5.000           	0.050           	41.273          	4509.600        	0.503           	77.000          	7.594           	17.086          	-15.625         	2.516           	24.680          	324.000
star_541	0.502           	1.000           	5.000           	0.050           	68.064          	4506.840        	0.502           	77.000          	8.096           	19.061          	-15.123         	7.947           	27.157          	324.600
star_542	0.501           	1.000           	4.000           	0.050           	13.872          	4504.080        	0.501           	77.000          	5.564           	13.369          	-5.749          	5.972           	18.933          	325.200
star_543	0.500           	0.500           	5.000           	0.050           	9.296           	4501.320        	0.500           	77.000          	7.844           	18.077          	-15.375         	1.502           	25.921          	325.800
star_544	0.500           	0.000           	5.000           	0.050           	1.389           	4498.560        	0.500           	77.000          	7.594           	17.086          	-15.625         	2.498           	24.680          	326.400
star_545	0.499           	0.000           	4.500           	0.050           	73.617          	4495.800        	0.499           	77.000          	6.200           	13.951          	-9.882          	2.244           	20.151          	327.000
star_546	0.498           	0.000           	4.000           	0.050           	13.671          	4493.040        	0.498           	77.000          	5.062           	11.391          	-6.250          	1.991           	16.453          	327.600
star_547	0.497           	0.000           	4.500           	0.050           	69.716          	4490.280        	0.497           	77.000          	6.200           	13.951          	-9.882          	2.235           	20.151          	328.200
star_548	0.496           	1.000           	4.000           	0.050           	69.926          	4487.520        	0.496           	77.000          	5.558           	13.391          	-5.754          	6.061           	18.950          	328.800
star_549	0.495           	1.000           	5.000           	0.049           	84.040          	4484.760        	0.495           	77.000          	8.089           	19.090          	-15.130         	8.094           	27.179          	329.400
star_550	0.494           	1.000           	4.500           	0.049           	54.391          	4482.000        	0.494           	77.000          	6.694           	15.959          	-9.388          	7.102           	22.653          	330.000
star_551	0.493           	0.500           	4.000           	0.049           	22.162          	4479.240        	0.493           	77.000          	5.309           	12.396          	-6.003          	7.106           	17.706          	330.600
star_552	0.492           	0.000           	4.500           	0.049           	84.650          	4476.480        	0.492           	77.000          	6.200           	13.951          	-9.882          	2.215           	20.151          	331.200
star_553	0.491           	0.000           	4.500           	0.049           	8.835           	4473.720        	0.491           	77.000          	6.200           	13.951          	-9.882          	2.211           	20.151          	331.800
star_554	0.490           	0.000           	5.000           	0.049           	91.734          	4470.960        	0.490           	77.000          	7.594           	17.086          	-15.625         	2.452           	24.680          	332.400
star_555	0.489           	0.000           	5.000           	0.049           	70.223          	4468.200        	0.489           	77.000          	7.594           	17.086          	-15.625         	2.447           	24.680          	333.000
star_556	0.488           	1.000           	5.000           	0.049           	50.431          	4465.440        	0.488           	77.000          	8.082           	19.116          	-15.137         	8.227           	27.199          	333.600
star_557	0.488           	1.000           	4.000           	0.049           	94.449          	4462.680        	0.488           	77.000          	5.550           	13.425          	-5.762          	6.197           	18.975          	334.200
star_558	0.487           	0.000           	4.000           	0.049           	27.871          	4459.920        	0.487           	77.000          	5.062           	11.391          	-6.250          	1.947           	16.453          	334.800
star_559	0.486           	1.000           	4.000           	0.049           	91.759          	4457.160        	0.486           	77.000          	5.548           	13.433          	-5.764          	6.228           	18.981          	335.400
star_560	0.485           	0.500           	4.500           	0.048           	15.850          	4454.400        	0.485           	77.000          	6.443           	14.974          	-9.640          	8.275           	21.416          	336.000
star_561	0.484           	0.000           	4.500           	0.048           	90.798          	4451.640        	0.484           	77.000          	6.200           	13.951          	-9.882          	2.177           	20.151          	336.600
star_562	0.483           	1.000           	4.000           	0.048           	32.787          	4448.880        	0.483           	77.000          	5.545           	13.444          	-5.767          	6.275           	18.990          	337.200
star_563	0.482           	1.000           	5.000           	0.048           	68.953          	4446.120        	0.482           	77.000          	8.076           	19.143          	-15.143         	8.364           	27.219          	337.800
star_564	0.481           	0.000           	4.500           	0.048           	11.457          	4443.360        	0.481           	77.000          	6.200           	13.951          	-9.882          	2.165           	20.151          	338.400
star_565	0.480           	1.000           	4.500           	0.048           	37.661          	4440.600        	0.480           	77.000          	6.680           	16.016          	-9.402          	7.363           	22.696          	339.000
star_566	0.479           	0.500           	5.000           	0.048           	57.706          	4437.840        	0.479           	77.000          	7.833           	18.121          	-15.385         	9.424           	25.954          	339.600
star_567	0.478           	1.000           	4.500           	0.048           	36.996          	4435.080        	0.478           	77.000          	6.679           	16.024          	-9.404          	7.399           	22.702          	340.200
star_568	0.477           	1.000           	4.500           	0.048           	26.009          	4432.320        	0.477           	77.000          	6.678           	16.028          	-9.405          	7.417           	22.705          	340.800
star_569	0.477           	0.500           	5.000           	0.048           	28.230          	4429.560        	0.477           	77.000          	7.832           	18.126          	-15.387         	9.484           	25.958          	341.400
star_570	0.476           	1.000           	5.000           	0.048           	45.557          	4426.800        	0.476           	77.000          	8.069           	19.171          	-15.149         	8.504           	27.240          	342.000
star_571	0.475           	0.000           	4.000           	0.047           	25.376          	4424.040        	0.475           	77.000          	5.062           	11.391          	-6.250          	1.899           	16.453          	342.600
star_572	0.474           	0.500           	5.000           	0.047           	13.440          	4421.280        	0.474           	77.000          	7.831           	18.132          	-15.388         	9.545           	25.963          	343.200
star_573	0.473           	0.500           	4.500           	0.047           	7.116           	4418.520        	0.473           	77.000          	6.437           	14.999          	-9.646          	8.509           	21.436          	343.800
star_574	0.472           	0.500           	4.500           	0.047           	85.960          	4415.760        	0.472           	77.000          	6.436           	15.001          	-9.646          	8.527           	21.437          	344.400
star_575	0.471           	0.500           	4.000           	0.047           	77.315          	4413.000        	0.471           	77.000          	5.298           	12.443          	-6.014          	7.485           	17.741          	345.000
star_576	0.470           	0.500           	4.000           	0.047           	32.795          	4410.240        	0.470           	77.000          	5.298           	12.445          	-6.015          	7.502           	17.743          	345.600
star_577	0.469           	0.000           	4.000           	0.047           	72.282          	4407.480        	0.469           	77.000          	5.062           	11.391          	-6.250          	1.877           	16.453          	346.200
star_578	0.468           	0.000           	4.000           	0.047           	15.396          	4404.720        	0.468           	77.000          	5.062           	11.391          	-6.250          	1.873           	16.453          	346.800
star_579	0.467           	1.000           	4.500           	0.047           	96.797          	4401.960        	0.467           	77.000          	6.668           	16.072          	-9.415          	7.621           	22.740          	347.400
star_580	0.466           	0.000           	4.500           	0.047           	92.792          	4399.200        	0.466           	77.000          	6.200           	13.951          	-9.882          	2.099           	20.151          	348.000
star_581	0.465           	0.500           	5.000           	0.047           	85.036          	4396.440        	0.465           	77.000          	7.826           	18.151          	-15.392         	9.732           	25.977          	348.600
star_582	0.465           	0.000           	4.500           	0.046           	50.400          	4393.680        	0.465           	77.000          	6.200           	13.951          	-9.882          	2.091           	20.151          	349.200
star_583	0.464           	0.000           	4.000           	0.046           	98.159          	4390.920        	0.464           	77.000          	5.062           	11.391          	-6.250          	1.855           	16.453          	349.800
star_584	0.463           	0.500           	4.500           	0.046           	20.771          	4388.160        	0.463           	77.000          	6.432           	15.022          	-9.651          	8.717           	21.454          	350.400
star_585	0.462           	1.000           	4.500           	0.046           	4.717           	4385.400        	0.462           	77.000          	6.662           	16.097          	-9.420          	7.736           	22.760          	351.000
star_586	0.461           	1.000           	5.000           	0.046           	43.683          	4382.640        	0.461           	77.000          	8.055           	19.237          	-15.164         	8.839           	27.292          	351.600
star_587	0.460           	1.000           	4.000           	0.046           	81.099          	4379.880        	0.460           	77.000          	5.522           	13.546          	-5.790          	6.689           	19.068          	352.200
star_588	0.459           	1.000           	4.000           	0.046           	27.985          	4377.120        	0.459           	77.000          	5.522           	13.550          	-5.791          	6.706           	19.072          	352.800
star_589	0.458           	0.500           	4.500           	0.046           	51.838          	4374.360        	0.458           	77.000          	6.429           	15.033          	-9.653          	8.814           	21.462          	353.400
star_590	0.457           	0.500           	4.500           	0.046           	16.161          	4371.600        	0.457           	77.000          	6.429           	15.035          	-9.654          	8.834           	21.464          	354.000
star_591	0.456           	0.000           	4.500           	0.046           	31.499          	4368.840        	0.456           	77.000          	6.200           	13.951          	-9.882          	2.053           	20.151          	354.600
star_592	0.455           	0.000           	5.000           	0.046           	94.739          	4366.080        	0.455           	77.000          	7.594           	17.086          	-15.625         	2.277           	24.680          	355.200
star_593	0.454           	0.000           	4.500           	0.045           	30.187          	4363.320        	0.454           	77.000          	6.200           	13.951          	-9.882          	2.045           	20.151          	355.800
star_594	0.454           	0.000           	5.000           	0.045           	63.828          	4360.560        	0.454           	77.000          	7.594           	17.086          	-15.625         	2.268           	24.680          	356.400
star_595	0.453           	0.000           	5.000           	0.045           	23.283          	4357.800        	0.453           	77.000          	7.594           	17.086          	-15.625         	2.263           	24.680          	357.000
star_596	0.452           	1.000           	5.000           	0.045           	0.425           	4355.040        	0.452           	77.000          	8.045           	19.280          	-15.173         	9.060           	27.326          	357.600
star_597	0.451           	0.500           	4.500           	0.045           	97.137          	4352.280        	0.451           	77.000          	6.426           	15.050          	-9.657          	8.974           	21.476          	358.200
star_598	0.450           	0.500           	5.000           	0.045           	86.553          	4349.520        	0.450           	77.000          	7.819           	18.188          	-15.400         	10.105          	26.006          	358.800
star_599	0.449           	1.000           	4.500           	0.045           	74.387          	4346.760        	0.449           	77.000          	6.649           	16.159          	-9.433          	8.015           	22.808          	359.400
star_600	0.448           	1.000           	5.000           	0.045           	80.018          	4344.000        	0.448           	77.000          	8.042           	19.298          	-15.177         	9.151           	27.340          	360.000
star_601	0.447           	0.500           	5.000           	0.045           	22.774          	4341.240        	0.447           	77.000          	7.817           	18.194          	-15.401         	10.174          	26.012          	360.600
star_602	0.446           	0.500           	4.500           	0.045           	2.302           	4338.480        	0.446           	77.000          	6.423           	15.061          	-9.659          	9.077           	21.485          	361.200
star_603	0.445           	0.000           	4.500           	0.045           	10.387          	4335.720        	0.445           	77.000          	6.200           	13.951          	-9.882          	2.004           	20.151          	361.800
star_604	0.444           	0.500           	4.500           	0.044           	89.193          	4332.960        	0.444           	77.000          	6.422           	15.066          	-9.660          	9.119           	21.488          	362.400
star_605	0.443           	0.500           	5.000           	0.044           	77.486          	4330.200        	0.443           	77.000          	7.815           	18.204          	-15.403         	10.266          	26.019          	363.000
star_606	0.442           	1.000           	4.500           	0.044           	26.551          	4327.440        	0.442           	77.000          	6.643           	16.190          	-9.440          	8.161           	22.833          	363.600
star_607	0.442           	0.000           	4.500           	0.044           	33.175          	4324.680        	0.442           	77.000          	6.200           	13.951          	-9.882          	1.987           	20.151          	364.200
star_608	0.441           	0.500           	4.000           	0.044           	86.796          	4321.920        	0.441           	77.000          	5.283           	12.515          	-6.030          	8.069           	17.798          	364.800
star_609	0.440           	1.000           	5.000           	0.044           	15.225          	4319.160        	0.440           	77.000          	8.033           	19.340          	-15.185         	9.361           	27.373          	365.400
star_610	0.439           	0.000           	5.000           	0.044           	32.012          	4316.400        	0.439           	77.000          	7.594           	17.086          	-15.625         	2.194           	24.680          	366.000
star_611	0.438           	0.000           	5.000           	0.044           	37.549          	4313.640        	0.438           	77.000          	7.594           	17.086          	-15.625         	2.189           	24.680          	366.600
star_612	0.437           	0.500           	5.000           	0.044           	72.509          	4310.880        	0.437           	77.000          	7.812           	18.220          	-15.407         	10.432          	26.032          	367.200
star_613	0.436           	1.000           	5.000           	0.044           	55.955          	4308.120        	0.436           	77.000          	8.030           	19.358          	-15.189         	9.456           	27.388          	367.800
star_614	0.435           	0.000           	5.000           	0.044           	32.004          	4305.360        	0.435           	77.000          	7.594           	17.086          	-15.625         	2.176           	24.680          	368.400
star_615	0.434           	1.000           	4.000           	0.043           	71.336          	4302.600        	0.434           	77.000          	5.497           	13.673          	-5.816          	7.204           	19.169          	369.000
star_616	0.433           	0.500           	5.000           	0.043           	24.783          	4299.840        	0.433           	77.000          	7.810           	18.229          	-15.408         	10.529          	26.040          	369.600
star_617	0.432           	1.000           	4.500           	0.043           	10.102          	4297.080        	0.432           	77.000          	6.633           	16.242          	-9.450          	8.398           	22.875          	370.200
star_618	0.431           	0.500           	4.500           	0.043           	17.475          	4294.320        	0.431           	77.000          	6.416           	15.099          	-9.666          	9.421           	21.515          	370.800
star_619	0.431           	0.500           	4.500           	0.043           	99.335          	4291.560        	0.431           	77.000          	6.416           	15.101          	-9.667          	9.443           	21.517          	371.400
star_620	0.430           	1.000           	5.000           	0.043           	16.668          	4288.800        	0.430           	77.000          	8.023           	19.392          	-15.195         	9.628           	27.416          	372.000
star_621	0.429           	0.500           	5.000           	0.043           	37.381          	4286.040        	0.429           	77.000          	7.808           	18.242          	-15.411         	10.653          	26.050          	372.600
star_622	0.428           	0.500           	4.000           	0.043           	75.132          	4283.280        	0.428           	77.000          	5.276           	12.549          	-6.036          	8.342           	17.825          	373.200
star_623	0.427           	0.500           	4.000           	0.043           	58.988          	4280.520        	0.427           	77.000          	5.276           	12.551          	-6.037          	8.362           	17.827          	373.800
star_624	0.426           	1.000           	4.000           	0.043           	72.588          	4277.760        	0.426           	77.000          	5.488           	13.717          	-5.824          	7.383           	19.205          	374.400
star_625	0.425           	0.500           	5.000           	0.042           	40.564          	4275.000        	0.425           	77.000          	7.806           	18.251          	-15.412         	10.754          	26.058          	375.000
star_626	0.424           	0.500           	4.000           	0.042           	32.746          	4272.240        	0.424           	77.000          	5.275           	12.559          	-6.038          	8.423           	17.833          	375.600
star_627	0.423           	1.000           	4.500           	0.042           	23.517          	4269.480        	0.423           	77.000          	6.623           	16.292          	-9.459          	8.624           	22.915          	376.200
star_628	0.422           	0.500           	4.500           	0.042           	17.331          	4266.720        	0.422           	77.000          	6.411           	15.124          	-9.671          	9.647           	21.535          	376.800
star_629	0.421           	0.500           	4.500           	0.042           	5.892           	4263.960        	0.421           	77.000          	6.411           	15.126          	-9.671          	9.671           	21.537          	377.400
star_630	0.420           	0.500           	4.500           	0.042           	50.592          	4261.200        	0.420           	77.000          	6.410           	15.129          	-9.672          	9.694           	21.539          	378.000
star_631	0.419           	0.000           	4.000           	0.042           	23.741          	4258.440        	0.419           	77.000          	5.062           	11.391          	-6.250          	1.678           	16.453          	378.600
star_632	0.419           	1.000           	5.000           	0.042           	96.909          	4255.680        	0.419           	77.000          	8.012           	19.452          	-15.206         	9.934           	27.465          	379.200
star_633	0.418           	0.000           	4.000           	0.042           	0.541           	4252.920        	0.418           	77.000          	5.062           	11.391          	-6.250          	1.671           	16.453          	379.800
star_634	0.417           	0.000           	4.500           	0.042           	21.864          	4250.160        	0.417           	77.000          	6.200           	13.951          	-9.882          	1.875           	20.151          	380.400
star_635	0.416           	0.500           	5.000           	0.042           	40.850          	4247.400        	0.416           	77.000          	7.802           	18.277          	-15.417         	11.013          	26.079          	381.000
star_636	0.415           	0.500           	5.000           	0.041           	66.829          	4244.640        	0.415           	77.000          	7.801           	18.280          	-15.418         	11.040          	26.081          	381.600
star_637	0.414           	0.000           	4.500           	0.041           	1.072           	4241.880        	0.414           	77.000          	6.200           	13.951          	-9.882          	1.863           	20.151          	382.200
star_638	0.413           	1.000           	5.000           	0.041           	35.967          	4239.120        	0.413           	77.000          	8.007           	19.484          	-15.212         	10.094          	27.491          	382.800
star_639	0.412           	1.000           	5.000           	0.041           	40.686          	4236.360        	0.412           	77.000          	8.006           	19.489          	-15.213         	10.121          	27.495          	383.400
star_640	0.411           	0.000           	4.500           	0.041           	33.227          	4233.600        	0.411           	77.000          	6.200           	13.951          	-9.882          	1.850           	20.151          	384.000
star_641	0.410           	0.500           	5.000           	0.041           	1.228           	4230.840        	0.410           	77.000          	7.799           	18.293          	-15.420         	11.175          	26.092          	384.600
star_642	0.409           	1.000           	4.500           	0.041           	24.612          	4228.080        	0.409           	77.000          	6.610           	16.370          	-9.473          	8.982           	22.979          	385.200
star_643	0.408           	1.000           	4.000           	0.041           	71.297          	4225.320        	0.408           	77.000          	5.471           	13.815          	-5.842          	7.784           	19.286          	385.800
star_644	0.408           	0.500           	4.500           	0.041           	77.615          	4222.560        	0.408           	77.000          	6.404           	15.166          	-9.678          	10.032          	21.570          	386.400
star_645	0.407           	1.000           	4.000           	0.041           	20.069          	4219.800        	0.407           	77.000          	5.469           	13.826          	-5.843          	7.828           	19.295          	387.000
star_646	0.406           	0.000           	4.000           	0.041           	33.422          	4217.040        	0.406           	77.000          	5.062           	11.391          	-6.250          	1.623           	16.453          	387.600
star_647	0.405           	1.000           	4.000           	0.040           	22.124          	4214.280        	0.405           	77.000          	5.467           	13.837          	-5.845          	7.873           	19.304          	388.200
star_648	0.404           	1.000           	4.000           	0.040           	4.995           	4211.520        	0.404           	77.000          	5.466           	13.843          	-5.846          	7.895           	19.309          	388.800
star_649	0.403           	0.000           	4.000           	0.040           	38.785          	4208.760        	0.403           	77.000          	5.062           	11.391          	-6.250          	1.612           	16.453          	389.400
star_650	0.402           	0.500           	5.000           	0.040           	93.347          	4206.000        	0.402           	77.000          	7.795           	18.317          	-15.424         	11.425          	26.112          	390.000
star_651	0.401           	1.000           	4.500           	0.040           	36.209          	4203.240        	0.401           	77.000          	6.601           	16.419          	-9.481          	9.209           	23.021          	390.600
star_652	0.400           	0.500           	5.000           	0.040           	2.022           	4200.480        	0.400           	77.000          	7.794           	18.323          	-15.425         	11.483          	26.117          	391.200
star_653	0.399           	0.000           	4.000           	0.040           	1.785           	4197.720        	0.399           	77.000          	5.062           	11.391          	-6.250          	1.597           	16.453          	391.800
star_654	0.398           	0.000           	4.000           	0.040           	44.639          	4194.960        	0.398           	77.000          	5.062           	11.391          	-6.250          	1.593           	16.453          	392.400
star_655	0.397           	1.000           	4.000           	0.040           	47.246          	4192.200        	0.397           	77.000          	5.460           	13.882          	-5.853          	8.055           	19.342          	393.000
star_656	0.396           	0.000           	4.000           	0.040           	63.306          	4189.440        	0.396           	77.000          	5.062           	11.391          	-6.250          	1.586           	16.453          	393.600
star_657	0.396           	0.000           	4.000           	0.040           	42.225          	4186.680        	0.396           	77.000          	5.062           	11.391          	-6.250          	1.582           	16.453          	394.200
star_658	0.395           	0.500           	4.000           	0.039           	14.985          	4183.920        	0.395           	77.000          	5.260           	12.645          	-6.053          	9.126           	17.905          	394.800
star_659	0.394           	1.000           	5.000           	0.039           	49.139          	4181.160        	0.394           	77.000          	7.987           	19.600          	-15.231         	10.686          	27.588          	395.400
star_660	0.393           	0.500           	4.000           	0.039           	8.666           	4178.400        	0.393           	77.000          	5.259           	12.651          	-6.054          	9.173           	17.910          	396.000
star_661	0.392           	0.000           	4.500           	0.039           	85.711          	4175.640        	0.392           	77.000          	6.200           	13.951          	-9.882          	1.763           	20.151          	396.600
star_662	0.391           	1.000           	5.000           	0.039           	2.968           	4172.880        	0.391           	77.000          	7.985           	19.618          	-15.234         	10.776          	27.603          	397.200
star_663	0.390           	0.000           	5.000           	0.039           	57.645          	4170.120        	0.390           	77.000          	7.594           	17.086          	-15.625         	1.950           	24.680          	397.800
star_664	0.389           	1.000           	4.000           	0.039           	29.763          	4167.360        	0.389           	77.000          	5.452           	13.934          	-5.861          	8.269           	19.386          	398.400
star_665	0.388           	0.500           	5.000           	0.039           	49.647          	4164.600        	0.388           	77.000          	7.788           	18.361          	-15.431         	11.867          	26.149          	399.000
star_666	0.387           	1.000           	4.500           	0.039           	0.392           	4161.840        	0.387           	77.000          	6.588           	16.506          	-9.495          	9.608           	23.094          	399.600
star_667	0.386           	0.500           	4.000           	0.039           	46.943          	4159.080        	0.386           	77.000          	5.256           	12.671          	-6.057          	9.342           	17.927          	400.200
star_668	0.385           	0.500           	5.000           	0.039           	13.881          	4156.320        	0.385           	77.000          	7.786           	18.370          	-15.432         	11.959          	26.156          	400.800
star_669	0.385           	0.500           	4.000           	0.038           	42.268          	4153.560        	0.385           	77.000          	5.255           	12.678          	-6.058          	9.392           	17.932          	401.400
star_670	0.384           	1.000           	4.500           	0.038           	27.814          	4150.800        	0.384           	77.000          	6.584           	16.531          	-9.499          	9.719           	23.114          	402.000
star_671	0.383           	1.000           	4.000           	0.038           	62.770          	4148.040        	0.383           	77.000          	5.445           	13.977          	-5.867          	8.442           	19.422          	402.600
star_672	0.382           	1.000           	5.000           	0.038           	25.827          	4145.280        	0.382           	77.000          	7.976           	19.678          	-15.243         	11.084          	27.654          	403.200
star_673	0.381           	0.500           	4.000           	0.038           	46.693          	4142.520        	0.381           	77.000          	5.253           	12.690          	-6.060          	9.492           	17.943          	403.800
star_674	0.380           	0.000           	4.000           	0.038           	23.519          	4139.760        	0.380           	77.000          	5.062           	11.391          	-6.250          	1.520           	16.453          	404.400
star_675	0.379           	1.000           	4.500           	0.038           	53.706          	4137.000        	0.379           	77.000          	6.579           	16.562          	-9.503          	9.861           	23.141          	405.000
star_676	0.378           	0.000           	4.500           	0.038           	57.464          	4134.240        	0.378           	77.000          	6.200           	13.951          	-9.882          	1.701           	20.151          	405.600
star_677	0.377           	0.500           	4.500           	0.038           	62.329          	4131.480        	0.377           	77.000          	6.389           	15.262          	-9.694          	10.919          	21.651          	406.200
star_678	0.376           	1.000           	5.000           	0.038           	1.321           	4128.720        	0.376           	77.000          	7.970           	19.716          	-15.249         	11.275          	27.686          	406.800
star_679	0.375           	1.000           	5.000           	0.038           	93.455          	4125.960        	0.375           	77.000          	7.969           	19.722          	-15.250         	11.308          	27.691          	407.400
star_680	0.374           	1.000           	4.500           	0.037           	60.683          	4123.200        	0.374           	77.000          	6.575           	16.593          	-9.508          	10.006          	23.168          	408.000
star_681	0.373           	1.000           	4.500           	0.037           	2.176           	4120.440        	0.373           	77.000          	6.574           	16.600          	-9.509          	10.036          	23.174          	408.600
star_682	0.373           	0.500           	4.500           	0.037           	7.424           	4117.680        	0.373           	77.000          	6.387           	15.278          	-9.696          	11.066          	21.665          	409.200
star_683	0.372           	1.000           	5.000           	0.037           	28.725          	4114.920        	0.372           	77.000          	7.965           	19.748          	-15.253         	11.439          	27.713          	409.800
star_684	0.371           	0.000           	4.000           	0.037           	25.958          	4112.160        	0.371           	77.000          	5.062           	11.391          	-6.250          	1.483           	16.453          	410.400
star_685	0.370           	0.000           	5.000           	0.037           	78.501          	4109.400        	0.370           	77.000          	7.594           	17.086          	-15.625         	1.849           	24.680          	411.000
star_686	0.369           	1.000           	4.000           	0.037           	91.329          	4106.640        	0.369           	77.000          	5.431           	14.072          	-5.881          	8.832           	19.504          	411.600
star_687	0.368           	1.000           	5.000           	0.037           	38.874          	4103.880        	0.368           	77.000          	7.962           	19.774          	-15.257         	11.574          	27.736          	412.200
star_688	0.367           	0.500           	4.000           	0.037           	82.941          	4101.120        	0.367           	77.000          	5.246           	12.738          	-6.066          	9.886           	17.984          	412.800
star_689	0.366           	0.000           	5.000           	0.037           	53.335          	4098.360        	0.366           	77.000          	7.594           	17.086          	-15.625         	1.831           	24.680          	413.400
star_690	0.365           	0.500           	5.000           	0.037           	6.677           	4095.600        	0.365           	77.000          	7.776           	18.440          	-15.442         	12.676          	26.217          	414.000
star_691	0.364           	0.500           	4.000           	0.036           	79.688          	4092.840        	0.364           	77.000          	5.245           	12.748          	-6.068          	9.969           	17.993          	414.600
star_692	0.363           	0.500           	4.000           	0.036           	59.640          	4090.080        	0.363           	77.000          	5.244           	12.752          	-6.068          	9.996           	17.996          	415.200
star_693	0.362           	0.500           	5.000           	0.036           	22.551          	4087.320        	0.362           	77.000          	7.775           	18.450          	-15.444         	12.780          	26.225          	415.800
star_694	0.362           	1.000           	5.000           	0.036           	0.291           	4084.560        	0.362           	77.000          	7.955           	19.822          	-15.263         	11.815          	27.777          	416.400
star_695	0.361           	0.500           	4.500           	0.036           	61.638          	4081.800        	0.361           	77.000          	6.381           	15.322          	-9.702          	11.465          	21.703          	417.000
star_696	0.360           	0.000           	5.000           	0.036           	49.586          	4079.040        	0.360           	77.000          	7.594           	17.086          	-15.625         	1.798           	24.680          	417.600
star_697	0.359           	0.500           	4.000           	0.036           	51.515          	4076.280        	0.359           	77.000          	5.242           	12.769          	-6.071          	10.137          	18.011          	418.200
