//Star_name	data01	data02	data03	data04	data05	data06	data07	data08	data09	data10	
star_494	277.961         	3510.738        	0.677           	0.697           	2470.000        	0.691           	3458.000        	3952.000        	4446.000        	494.000
star_495	277.721         	3958.175        	0.695           	0.658           	2475.000        	0.691           	3465.000        	3960.000        	4455.000        	495.000
star_496	424.817         	2797.712        	0.812           	0.524           	2480.000        	0.691           	3472.000        	3968.000        	4464.000        	496.000
star_497	217.515         	525.334         	0.797           	0.655           	2485.000        	0.691           	3479.000        	3976.000        	4473.000        	497.000
star_498	302.782         	3300.591        	0.800           	0.599           	2490.000        	0.691           	3486.000        	3984.000        	4482.000        	498.000
star_499	38.368          	4151.440        	0.808           	0.555           	2495.000        	0.691           	3493.000        	3992.000        	4491.000        	499.000
star_500	284.040         	1677.391        	0.548           	0.563           	2500.000        	0.691           	3500.000        	4000.000        	4500.000        	500.000
star_501	487.492         	4221.270        	0.693           	0.609           	2505.000        	0.691           	3507.000        	4008.000        	4509.000        	501.000
star_502	300.395         	2558.781        	0.806           	0.619           	2510.000        	0.691           	3514.000        	4016.000        	4518.000        	502.000
star_503	75.140          	785.626         	0.804           	0.628           	2515.000        	0.691           	3521.000        	4024.000        	4527.000        	503.000
star_504	375.586         	4667.624        	0.573           	0.587           	2520.000        	0.691           	3528.000        	4032.000        	4536.000        	504.000
star_505	275.378         	2855.016        	0.658           	0.819           	2525.000        	0.691           	3535.000        	4040.000        	4545.000        	505.000
star_506	134.492         	3327.399        	0.565           	0.799           	2530.000        	0.691           	3542.000        	4048.000        	4554.000        	506.000
star_507	104.725         	3343.969        	0.592           	0.838           	2535.000        	0.691           	3549.000        	4056.000        	4563.000        	507.000
star_508	195.800         	781.748         	0.579           	0.681           	2540.000        	0.691           	3556.000        	4064.000        	4572.000        	508.000
star_509	79.208          	1862.967        	0.707           	0.665           	2545.000        	0.691           	3563.000        	4072.000        	4581.000        	509.000
star_510	353.591         	4023.598        	0.552           	0.712           	2550.000        	0.691           	3570.000        	4080.000        	4590.000        	510.000
star_511	100.911         	3967.091        	0.704           	0.631           	2555.000        	0.691           	3577.000        	4088.000        	4599.000        	511.000
star_512	390.896         	750.912         	0.532           	0.702           	2560.000        	0.691           	3584.000        	4096.000        	4608.000        	512.000
star_513	393.676         	3700.706        	0.570           	0.658           	2565.000        	0.691           	3591.000        	4104.000        	4617.000        	513.000
star_514	410.212         	4625.365        	0.625           	0.591           	2570.000        	0.691           	3598.000        	4112.000        	4626.000        	514.000
star_515	89.478          	2292.994        	0.593           	0.760           	2575.000        	0.691           	3605.000        	4120.000        	4635.000        	515.000
star_516	78.104          	3739.359        	0.681           	0.720           	2580.000        	0.691           	3612.000        	4128.000        	4644.000        	516.000
star_517	325.762         	2818.951        	0.768           	0.748           	2585.000        	0.691           	3619.000        	4136.000        	4653.000        	517.000
star_518	126.494         	1334.850        	0.709           	0.795           	2590.000        	0.691           	3626.000        	4144.000        	4662.000        	518.000
star_519	444.761         	2300.067        	0.831           	0.727           	2595.000        	0.691           	3633.000        	4152.000        	4671.000        	519.000
star_520	252.232         	3613.158        	0.747           	0.769           	2600.000        	0.691           	3640.000        	4160.000        	4680.000        	520.000
star_521	445.375         	4116.096        	0.814           	0.820           	2605.000        	0.691           	3647.000        	4168.000        	4689.000        	521.000
star_522	124.872         	1145.352        	0.706           	0.793           	2610.000        	0.691           	3654.000        	4176.000        	4698.000        	522.000
star_523	169.850         	4931.293        	0.583           	0.657           	2615.000        	0.691           	3661.000        	4184.000        	4707.000        	523.000
star_524	132.409         	678.679         	0.744           	0.790           	2620.000        	0.691           	3668.000        	4192.000        	4716.000        	524.000
star_525	242.688         	3267.981        	0.774           	0.614           	2625.000        	0.691           	3675.000        	4200.000        	4725.000        	525.000
star_526	266.334         	3516.917        	0.633           	0.514           	2630.000        	0.691           	3682.000        	4208.000        	4734.000        	526.000
star_527	353.048         	4617.699        	0.598           	0.710           	2635.000        	0.691           	3689.000        	4216.000        	4743.000        	527.000
star_528	459.746         	3433.625        	0.617           	0.516           	2640.000        	0.691           	3696.000        	4224.000        	4752.000        	528.000
star_529	64.772          	3191.460        	0.726           	0.739           	2645.000        	0.691           	3703.000        	4232.000        	4761.000        	529.000
star_530	9.365           	1942.446        	0.587           	0.630           	2650.000        	0.691           	3710.000        	4240.000        	4770.000        	530.000
star_531	485.409         	1842.207        	0.587           	0.565           	2655.000        	0.691           	3717.000        	4248.000        	4779.000        	531.000
star_532	316.112         	1505.236        	0.648           	0.533           	2660.000        	0.691           	3724.000        	4256.000        	4788.000        	532.000
star_533	255.674         	2357.981        	0.749           	0.565           	2665.000        	0.691           	3731.000        	4264.000        	4797.000        	533.000
star_534	404.164         	5191.706        	0.560           	0.547           	2670.000        	0.691           	3738.000        	4272.000        	4806.000        	534.000
star_535	14.921          	2245.816        	0.654           	0.803           	2675.000        	0.691           	3745.000        	4280.000        	4815.000        	535.000
star_536	227.422         	3347.415        	0.748           	0.535           	2680.000        	0.691           	3752.000        	4288.000        	4824.000        	536.000
star_537	71.156          	888.243         	0.616           	0.553           	2685.000        	0.691           	3759.000        	4296.000        	4833.000        	537.000
star_538	72.391          	2203.224        	0.581           	0.773           	2690.000        	0.691           	3766.000        	4304.000        	4842.000        	538.000
star_539	3.928           	2782.547        	0.688           	0.770           	2695.000        	0.691           	3773.000        	4312.000        	4851.000        	539.000
star_540	171.167         	4762.157        	0.690           	0.837           	2700.000        	0.691           	3780.000        	4320.000        	4860.000        	540.000
star_541	270.416         	593.841         	0.692           	0.718           	2705.000        	0.691           	3787.000        	4328.000        	4869.000        	541.000
star_542	18.527          	4756.202        	0.814           	0.594           	2710.000        	0.691           	3794.000        	4336.000        	4878.000        	542.000
star_543	10.435          	761.044         	0.748           	0.701           	2715.000        	0.691           	3801.000        	4344.000        	4887.000        	543.000
star_544	405.724         	3074.726        	0.654           	0.644           	2720.000        	0.691           	3808.000        	4352.000        	4896.000        	544.000
star_545	431.269         	630.356         	0.665           	0.816           	2725.000        	0.691           	3815.000        	4360.000        	4905.000        	545.000
star_546	527.317         	4042.042        	0.629           	0.827           	2730.000        	0.691           	3822.000        	4368.000        	4914.000        	546.000
star_547	459.161         	735.773         	0.656           	0.736           	2735.000        	0.691           	3829.000        	4376.000        	4923.000        	547.000
star_548	385.296         	5244.575        	0.676           	0.647           	2740.000        	0.691           	3836.000        	4384.000        	4932.000        	548.000
star_549	50.758          	2979.475        	0.575           	0.816           	2745.000        	0.691           	3843.000        	4392.000        	4941.000        	549.000
star_550	103.950         	706.584         	0.532           	0.517           	2750.000        	0.691           	3850.000        	4400.000        	4950.000        	550.000
star_551	51.847          	4925.593        	0.725           	0.502           	2755.000        	0.691           	3857.000        	4408.000        	4959.000        	551.000
star_552	112.783         	5082.802        	0.598           	0.790           	2760.000        	0.691           	3864.000        	4416.000        	4968.000        	552.000
star_553	97.107          	5243.546        	0.647           	0.691           	2765.000        	0.691           	3871.000        	4424.000        	4977.000        	553.000
star_554	133.182         	840.445         	0.513           	0.818           	2770.000        	0.691           	3878.000        	4432.000        	4986.000        	554.000
star_555	241.586         	5073.024        	0.759           	0.707           	2775.000        	0.691           	3885.000        	4440.000        	4995.000        	555.000
star_556	499.057         	2371.543        	0.828           	0.802           	2780.000        	0.691           	3892.000        	4448.000        	5004.000        	556.000
star_557	33.696          	5176.706        	0.757           	0.813           	2785.000        	0.691           	3899.000        	4456.000        	5013.000        	557.000
star_558	124.719         	2072.008        	0.616           	0.645           	2790.000        	0.691           	3906.000        	4464.000        	5022.000        	558.000
star_559	161.104         	3457.327        	0.545           	0.670           	2795.000        	0.691           	3913.000        	4472.000        	5031.000        	559.000
star_560	2.601           	2037.127        	0.779           	0.837           	2800.000        	0.691           	3920.000        	4480.000        	5040.000        	560.000
star_561	531.779         	3985.896        	0.626           	0.775           	2805.000        	0.691           	3927.000        	4488.000        	5049.000        	561.000
star_562	168.831         	3742.462        	0.698           	0.538           	2810.000        	0.691           	3934.000        	4496.000        	5058.000        	562.000
star_563	44.315          	1745.533        	0.578           	0.661           	2815.000        	0.691           	3941.000        	4504.000        	5067.000        	563.000
star_564	428.629         	2223.384        	0.804           	0.606           	2820.000        	0.691           	3948.000        	4512.000        	5076.000        	564.000
star_565	152.615         	4396.918        	0.546           	0.748           	2825.000        	0.691           	3955.000        	4520.000        	5085.000        	565.000
star_566	10.286          	3842.886        	0.564           	0.829           	2830.000        	0.691           	3962.000        	4528.000        	5094.000        	566.000
star_567	413.128         	1422.469        	0.566           	0.719           	2835.000        	0.691           	3969.000        	4536.000        	5103.000        	567.000
star_568	32.496          	3066.957        	0.791           	0.703           	2840.000        	0.691           	3976.000        	4544.000        	5112.000        	568.000
star_569	374.774         	3443.741        	0.715           	0.601           	2845.000        	0.691           	3983.000        	4552.000        	5121.000        	569.000
star_570	18.397          	2276.843        	0.555           	0.788           	2850.000        	0.691           	3990.000        	4560.000        	5130.000        	570.000
star_571	386.833         	4599.112        	0.827           	0.641           	2855.000        	0.691           	3997.000        	4568.000        	5139.000        	571.000
star_572	298.369         	2473.969        	0.599           	0.769           	2860.000        	0.691           	4004.000        	4576.000        	5148.000        	572.000
star_573	47.112          	631.200         	0.730           	0.777           	2865.000        	0.691           	4011.000        	4584.000        	5157.000        	573.000
star_574	362.559         	2427.462        	0.748           	0.785           	2870.000        	0.691           	4018.000        	4592.000        	5166.000        	574.000
star_575	392.425         	5382.132        	0.510           	0.724           	2875.000        	0.691           	4025.000        	4600.000        	5175.000        	575.000
star_576	546.700         	3430.016        	0.706           	0.806           	2880.000        	0.691           	4032.000        	4608.000        	5184.000        	576.000
star_577	345.633         	3013.623        	0.718           	0.656           	2885.000        	0.691           	4039.000        	4616.000        	5193.000        	577.000
star_578	240.831         	2837.121        	0.678           	0.811           	2890.000        	0.691           	4046.000        	4624.000        	5202.000        	578.000
star_579	443.068         	2364.084        	0.765           	0.705           	2895.000        	0.691           	4053.000        	4632.000        	5211.000        	579.000
star_580	370.636         	4929.967        	0.794           	0.669           	2900.000        	0.691           	4060.000        	4640.000        	5220.000        	580.000
star_581	1.620           	4970.984        	0.514           	0.640           	2905.000        	0.691           	4067.000        	4648.000        	5229.000        	581.000
star_582	393.785         	2846.360        	0.841           	0.764           	2910.000        	0.691           	4074.000        	4656.000        	5238.000        	582.000
star_583	163.757         	5059.038        	0.825           	0.719           	2915.000        	0.691           	4081.000        	4664.000        	5247.000        	583.000
star_584	463.733         	5430.301        	0.570           	0.663           	2920.000        	0.691           	4088.000        	4672.000        	5256.000        	584.000
star_585	407.824         	4863.014        	0.713           	0.835           	2925.000        	0.691           	4095.000        	4680.000        	5265.000        	585.000
star_586	490.293         	3723.741        	0.715           	0.736           	2930.000        	0.691           	4102.000        	4688.000        	5274.000        	586.000
star_587	515.319         	3761.597        	0.690           	0.832           	2935.000        	0.691           	4109.000        	4696.000        	5283.000        	587.000
star_588	438.626         	2010.344        	0.578           	0.771           	2940.000        	0.691           	4116.000        	4704.000        	5292.000        	588.000
star_589	499.308         	4289.346        	0.757           	0.728           	2945.000        	0.691           	4123.000        	4712.000        	5301.000        	589.000
star_590	253.344         	3139.372        	0.813           	0.748           	2950.000        	0.691           	4130.000        	4720.000        	5310.000        	590.000
star_591	46.064          	1139.624        	0.578           	0.714           	2955.000        	0.691           	4137.000        	4728.000        	5319.000        	591.000
star_592	142.051         	2561.418        	0.516           	0.535           	2960.000        	0.691           	4144.000        	4736.000        	5328.000        	592.000
star_593	338.471         	3806.303        	0.570           	0.759           	2965.000        	0.691           	4151.000        	4744.000        	5337.000        	593.000
star_594	105.791         	891.162         	0.720           	0.617           	2970.000        	0.691           	4158.000        	4752.000        	5346.000        	594.000
star_595	211.124         	2818.157        	0.767           	0.793           	2975.000        	0.691           	4165.000        	4760.000        	5355.000        	595.000
star_596	85.564          	2232.962        	0.635           	0.593           	2980.000        	0.691           	4172.000        	4768.000        	5364.000        	596.000
star_597	590.942         	4149.189        	0.771           	0.772           	2985.000        	0.691           	4179.000        	4776.000        	5373.000        	597.000
star_598	189.904         	2739.045        	0.551           	0.678           	2990.000        	0.691           	4186.000        	4784.000        	5382.000        	598.000
star_599	457.558         	2741.688        	0.682           	0.637           	2995.000        	0.691           	4193.000        	4792.000        	5391.000        	599.000
star_600	30.333          	4903.613        	0.793           	0.682           	3000.000        	0.691           	4200.000        	4800.000        	5400.000        	600.000
star_601	188.435         	5833.992        	0.806           	0.593           	3005.000        	0.691           	4207.000        	4808.000        	5409.000        	601.000
star_602	312.221         	5909.074        	0.786           	0.521           	3010.000        	0.691           	4214.000        	4816.000        	5418.000        	602.000
star_603	326.901         	3627.168        	0.644           	0.692           	3015.000        	0.691           	4221.000        	4824.000        	5427.000        	603.000
star_604	157.786         	5596.320        	0.696           	0.814           	3020.000        	0.691           	4228.000        	4832.000        	5436.000        	604.000
star_605	417.805         	2110.410        	0.820           	0.834           	3025.000        	0.691           	4235.000        	4840.000        	5445.000        	605.000
star_606	423.113         	2081.640        	0.584           	0.729           	3030.000        	0.691           	4242.000        	4848.000        	5454.000        	606.000
star_607	414.259         	4715.118        	0.686           	0.667           	3035.000        	0.691           	4249.000        	4856.000        	5463.000        	607.000
star_608	205.511         	1262.531        	0.806           	0.623           	3040.000        	0.691           	4256.000        	4864.000        	5472.000        	608.000
star_609	517.757         	1589.465        	0.795           	0.530           	3045.000        	0.691           	4263.000        	4872.000        	5481.000        	609.000
star_610	418.541         	4108.685        	0.601           	0.831           	3050.000        	0.691           	4270.000        	4880.000        	5490.000        	610.000
star_611	269.145         	1181.212        	0.718           	0.594           	3055.000        	0.691           	4277.000        	4888.000        	5499.000        	611.000
star_612	373.569         	1712.285        	0.686           	0.745           	3060.000        	0.691           	4284.000        	4896.000        	5508.000        	612.000
star_613	590.954         	4483.439        	0.790           	0.838           	3065.000        	0.691           	4291.000        	4904.000        	5517.000        	613.000
star_614	367.585         	5667.556        	0.591           	0.675           	3070.000        	0.691           	4298.000        	4912.000        	5526.000        	614.000
star_615	459.012         	4432.762        	0.826           	0.709           	3075.000        	0.691           	4305.000        	4920.000        	5535.000        	615.000
star_616	31.212          	4979.956        	0.688           	0.810           	3080.000        	0.691           	4312.000        	4928.000        	5544.000        	616.000
star_617	552.574         	3746.884        	0.572           	0.705           	3085.000        	0.691           	4319.000        	4936.000        	5553.000        	617.000
star_618	380.324         	4978.530        	0.705           	0.655           	3090.000        	0.691           	4326.000        	4944.000        	5562.000        	618.000
star_619	412.558         	686.782         	0.836           	0.740           	3095.000        	0.691           	4333.000        	4952.000        	5571.000        	619.000
star_620	82.255          	2007.298        	0.549           	0.760           	3100.000        	0.691           	4340.000        	4960.000        	5580.000        	620.000
star_621	594.261         	970.215         	0.785           	0.768           	3105.000        	0.691           	4347.000        	4968.000        	5589.000        	621.000
star_622	217.747         	3193.148        	0.561           	0.739           	3110.000        	0.691           	4354.000        	4976.000        	5598.000        	622.000
star_623	109.327         	5177.405        	0.840           	0.753           	3115.000        	0.691           	4361.000        	4984.000        	5607.000        	623.000
star_624	443.458         	2084.288        	0.511           	0.655           	3120.000        	0.691           	4368.000        	4992.000        	5616.000        	624.000
star_625	380.730         	5956.100        	0.620           	0.831           	3125.000        	0.691           	4375.000        	5000.000        	5625.000        	625.000
star_626	108.215         	3538.017        	0.772           	0.791           	3130.000        	0.691           	4382.000        	5008.000        	5634.000        	626.000
star_627	478.730         	2690.460        	0.635           	0.756           	3135.000        	0.691           	4389.000        	5016.000        	5643.000        	627.000
star_628	210.645         	4135.837        	0.809           	0.633           	3140.000        	0.691           	4396.000        	5024.000        	5652.000        	628.000
star_629	95.760          	4356.740        	0.803           	0.724           	3145.000        	0.691           	4403.000        	5032.000        	5661.000        	629.000
star_630	138.983         	1646.983        	0.554           	0.655           	3150.000        	0.691           	4410.000        	5040.000        	5670.000        	630.000
star_631	286.469         	5982.135        	0.638           	0.640           	3155.000        	0.691           	4417.000        	5048.000        	5679.000        	631.000
star_632	243.865         	3209.941        	0.818           	0.732           	3160.000        	0.691           	4424.000        	5056.000        	5688.000        	632.000
star_633	433.968         	4669.232        	0.722           	0.841           	3165.000        	0.691           	4431.000        	5064.000        	5697.000        	633.000
star_634	294.918         	6066.688        	0.559           	0.807           	3170.000        	0.691           	4438.000        	5072.000        	5706.000        	634.000
star_635	315.057         	671.592         	0.714           	0.646           	3175.000        	0.691           	4445.000        	5080.000        	5715.000        	635.000
star_636	232.642         	6120.594        	0.639           	0.657           	3180.000        	0.691           	4452.000        	5088.000        	5724.000        	636.000
star_637	625.512         	3059.474        	0.724           	0.601           	3185.000        	0.691           	4459.000        	5096.000        	5733.000        	637.000
star_638	297.646         	1347.852        	0.775           	0.657           	3190.000        	0.691           	4466.000        	5104.000        	5742.000        	638.000
star_639	479.693         	3617.423        	0.659           	0.746           	3195.000        	0.691           	4473.000        	5112.000        	5751.000        	639.000
star_640	532.207         	6192.419        	0.765           	0.581           	3200.000        	0.691           	4480.000        	5120.000        	5760.000        	640.000
star_641	154.366         	1593.847        	0.509           	0.805           	3205.000        	0.691           	4487.000        	5128.000        	5769.000        	641.000
star_642	638.172         	2636.426        	0.521           	0.769           	3210.000        	0.691           	4494.000        	5136.000        	5778.000        	642.000
star_643	432.404         	6235.468        	0.613           	0.828           	3215.000        	0.691           	4501.000        	5144.000        	5787.000        	643.000
star_644	243.479         	2988.200        	0.697           	0.671           	3220.000        	0.691           	4508.000        	5152.000        	5796.000        	644.000
star_645	395.061         	718.156         	0.830           	0.733           	3225.000        	0.691           	4515.000        	5160.000        	5805.000        	645.000
star_646	472.243         	5220.557        	0.614           	0.575           	3230.000        	0.691           	4522.000        	5168.000        	5814.000        	646.000
star_647	613.307         	3773.412        	0.744           	0.764           	3235.000        	0.691           	4529.000        	5176.000        	5823.000        	647.000
star_648	483.371         	4129.472        	0.812           	0.688           	3240.000        	0.691           	4536.000        	5184.000        	5832.000        	648.000
star_649	150.378         	1911.882        	0.798           	0.657           	3245.000        	0.691           	4543.000        	5192.000        	5841.000        	649.000
star_650	175.561         	3670.954        	0.764           	0.606           	3250.000        	0.691           	4550.000        	5200.000        	5850.000        	650.000
star_651	322.557         	5047.413        	0.584           	0.760           	3255.000        	0.691           	4557.000        	5208.000        	5859.000        	651.000
star_652	349.709         	2541.994        	0.506           	0.545           	3260.000        	0.691           	4564.000        	5216.000        	5868.000        	652.000
star_653	37.875          	2300.409        	0.604           	0.689           	3265.000        	0.691           	4571.000        	5224.000        	5877.000        	653.000
star_654	651.273         	3126.106        	0.619           	0.829           	3270.000        	0.691           	4578.000        	5232.000        	5886.000        	654.000
star_655	151.607         	4898.174        	0.597           	0.557           	3275.000        	0.691           	4585.000        	5240.000        	5895.000        	655.000
star_656	64.398          	5633.700        	0.748           	0.835           	3280.000        	0.691           	4592.000        	5248.000        	5904.000        	656.000
star_657	623.245         	3339.364        	0.579           	0.543           	3285.000        	0.691           	4599.000        	5256.000        	5913.000        	657.000
star_658	153.297         	1384.584        	0.541           	0.743           	3290.000        	0.691           	4606.000        	5264.000        	5922.000        	658.000
star_659	61.940          	3983.365        	0.714           	0.613           	3295.000        	0.691           	4613.000        	5272.000        	5931.000        	659.000
star_660	158.780         	2263.450        	0.605           	0.835           	3300.000        	0.691           	4620.000        	5280.000        	5940.000        	660.000
star_661	137.242         	6083.188        	0.737           	0.806           	3305.000        	0.691           	4627.000        	5288.000        	5949.000        	661.000
star_662	24.110          	3508.809        	0.513           	0.821           	3310.000        	0.691           	4634.000        	5296.000        	5958.000        	662.000
star_663	658.690         	4151.972        	0.744           	0.630           	3315.000        	0.691           	4641.000        	5304.000        	5967.000        	663.000
star_664	370.252         	4430.365        	0.835           	0.664           	3320.000        	0.691           	4648.000        	5312.000        	5976.000        	664.000
star_665	561.587         	5246.266        	0.646           	0.780           	3325.000        	0.691           	4655.000        	5320.000        	5985.000        	665.000
star_666	304.049         	3888.311        	0.531           	0.668           	3330.000        	0.691           	4662.000        	5328.000        	5994.000        	666.000
star_667	333.553         	3375.155        	0.714           	0.606           	3335.000        	0.691           	4669.000        	5336.000        	6003.000        	667.000
star_668	40.543          	1773.805        	0.822           	0.682           	3340.000        	0.691           	4676.000        	5344.000        	6012.000        	668.000
star_669	149.993         	836.627         	0.807           	0.748           	3345.000        	0.691           	4683.000        	5352.000        	6021.000        	669.000
star_670	444.780         	5350.627        	0.686           	0.599           	3350.000        	0.691           	4690.000        	5360.000        	6030.000        	670.000
star_671	192.474         	3706.473        	0.791           	0.659           	3355.000        	0.691           	4697.000        	5368.000        	6039.000        	671.000
star_672	371.030         	1926.613        	0.835           	0.644           	3360.000        	0.691           	4704.000        	5376.000        	6048.000        	672.000
star_673	157.695         	5412.128        	0.642           	0.696           	3365.000        	0.691           	4711.000        	5384.000        	6057.000        	673.000
star_674	322.535         	5322.793        	0.633           	0.596           	3370.000        	0.691           	4718.000        	5392.000        	6066.000        	674.000
star_675	546.262         	4212.529        	0.507           	0.501           	3375.000        	0.691           	4725.000        	5400.000        	6075.000        	675.000
star_676	242.920         	1155.328        	0.580           	0.537           	3380.000        	0.691           	4732.000        	5408.000        	6084.000        	676.000
star_677	486.513         	4664.151        	0.621           	0.543           	3385.000        	0.691           	4739.000        	5416.000        	6093.000        	677.000
star_678	195.094         	779.481         	0.715           	0.825           	3390.000        	0.691           	4746.000        	5424.000        	6102.000        	678.000
star_679	75.109          	889.157         	0.625           	0.712           	3395.000        	0.691           	4753.000        	5432.000        	6111.000        	679.000
star_680	68.565          	3571.107        	0.655           	0.790           	3400.000        	0.691           	4760.000        	5440.000        	6120.000        	680.000
star_681	497.228         	6230.704        	0.680           	0.796           	3405.000        	0.691           	4767.000        	5448.000        	6129.000        	681.000
star_682	240.337         	3417.485        	0.752           	0.596           	3410.000        	0.691           	4774.000        	5456.000        	6138.000        	682.000
star_683	415.540         	5463.422        	0.654           	0.770           	3415.000        	0.691           	4781.000        	5464.000        	6147.000        	683.000
star_684	386.828         	1890.655        	0.553           	0.797           	3420.000        	0.691           	4788.000        	5472.000        	6156.000        	684.000
star_685	616.277         	3944.304        	0.801           	0.796           	3425.000        	0.691           	4795.000        	5480.000        	6165.000        	685.000
star_686	15.512          	4459.249        	0.581           	0.837           	3430.000        	0.691           	4802.000        	5488.000        	6174.000        	686.000
star_687	270.319         	3242.122        	0.638           	0.718           	3435.000        	0.691           	4809.000        	5496.000        	6183.000        	687.000
star_688	164.508         	2205.489        	0.781           	0.663           	3440.000        	0.691           	4816.000        	5504.000        	6192.000        	688.000
star_689	517.745         	3909.609        	0.833           	0.615           	3445.000        	0.691           	4823.000        	5512.000        	6201.000        	689.000
star_690	27.587          	3458.737        	0.781           	0.651           	3450.000        	0.691           	4830.000        	5520.000        	6210.000        	690.000
star_691	674.497         	3329.378        	0.577           	0.817           	3455.000        	0.691           	4837.000        	5528.000        	6219.000        	691.000
star_692	474.387         	5954.227        	0.514           	0.788           	3460.000        	0.691           	4844.000        	5536.000        	6228.000        	692.000
star_693	528.221         	5998.141        	0.612           	0.570           	3465.000        	0.691           	4851.000        	5544.000        	6237.000        	693.000
star_694	36.262          	5773.174        	0.648           	0.763           	3470.000        	0.691           	4858.000        	5552.000        	6246.000        	694.000
star_695	301.548         	5981.752        	0.820           	0.675           	3475.000        	0.691           	4865.000        	5560.000        	6255.000        	695.000
star_696	578.996         	1824.084        	0.762           	0.757           	3480.000        	0.691           	4872.000        	5568.000        	6264.000        	696.000
star_697	594.735         	3103.435        	0.528           	0.754           	3485.000        	0.691           	4879.000        	5576.000        	6273.000        	697.000
star_698	522.862         	5223.378        	0.834           	0.612           	3490.000        	0.691           	4886.000        	5584.000        	6282.000        	698.000
star_699	30.974          	5809.084        	0.630           	0.548           	3495.000        	0.691           	4893.000        	5592.000        	6291.000        	699.000
star_700	666.594         	3724.964        	0.589           	0.603           	3500.000        	0.691           	4900.000        	5600.000        	6300.000        	700.000
star_701	314.023         	1898.073        	0.702           	0.774           	3505.000        	0.691           	4907.000        	5608.000        	6309.000        	701.000
star_702	69.168          	5407.200        	0.698           	0.703           	3510.000        	0.691           	4914.000        	5616.000        	6318.000        	702.000
star_703	52.447          	2983.520        	0.735           	0.706           	3515.000        	0.691           	4921.000        	5624.000        	6327.000        	703.000
star_704	196.234         	6234.188        	0.723           	0.599           	3520.000        	0.691           	4928.000        	5632.000        	6336.000        	704.000
star_705	426.185         	4704.819        	0.518           	0.752           	3525.000        	0.691           	4935.000        	5640.000        	6345.000        	705.000
star_706	334.881         	5830.174        	0.537           	0.588           	3530.000        	0.691           	4942.000        	5648.000        	6354.000        	706.000
star_707	12.225          	4735.975        	0.565           	0.509           	3535.000        	0.691           	4949.000        	5656.000        	6363.000        	707.000
star_708	341.206         	2576.480        	0.729           	0.716           	3540.000        	0.691           	4956.000        	5664.000        	6372.000        	708.000
star_709	82.274          	5572.892        	0.582           	0.666           	3545.000        	0.691           	4963.000        	5672.000        	6381.000        	709.000
star_710	14.289          	6886.503        	0.759           	0.809           	3550.000        	0.691           	4970.000        	5680.000        	6390.000        	710.000
star_711	119.676         	898.770         	0.515           	0.579           	3555.000        	0.691           	4977.000        	5688.000        	6399.000        	711.000
star_712	130.779         	5668.958        	0.775           	0.538           	3560.000        	0.691           	4984.000        	5696.000        	6408.000        	712.000
star_713	202.831         	4888.369        	0.516           	0.502           	3565.000        	0.691           	4991.000        	5704.000        	6417.000        	713.000
star_714	108.435         	3121.452        	0.653           	0.711           	3570.000        	0.691           	4998.000        	5712.000        	6426.000        	714.000
star_715	151.153         	5742.020        	0.501           	0.599           	3575.000        	0.691           	5005.000        	5720.000        	6435.000        	715.000
star_716	210.046         	2953.611        	0.834           	0.786           	3580.000        	0.691           	5012.000        	5728.000        	6444.000        	716.000
star_717	90.678          	5813.432        	0.654           	0.708           	3585.000        	0.691           	5019.000        	5736.000        	6453.000        	717.000
star_718	647.070         	5854.098        	0.659           	0.730           	3590.000        	0.691           	5026.000        	5744.000        	6462.000        	718.000
star_719	246.984         	6644.451        	0.573           	0.787           	3595.000        	0.691           	5033.000        	5752.000        	6471.000        	719.000
star_720	236.740         	6380.770        	0.535           	0.779           	3600.000        	0.691           	5040.000        	5760.000        	6480.000        	720.000
star_721	372.307         	1179.129        	0.811           	0.748           	3605.000        	0.691           	5047.000        	5768.000        	6489.000        	721.000
star_722	198.862         	6100.777        	0.793           	0.600           	3610.000        	0.691           	5054.000        	5776.000        	6498.000        	722.000
star_723	151.367         	2810.010        	0.794           	0.833           	3615.000        	0.691           	5061.000        	5784.000        	6507.000        	723.000
star_724	115.808         	3477.665        	0.535           	0.584           	3620.000        	0.691           	5068.000        	5792.000        	6516.000        	724.000
star_725	286.051         	3456.923        	0.616           	0.701           	3625.000        	0.691           	5075.000        	5800.000        	6525.000        	725.000
star_726	724.468         	1687.123        	0.778           	0.826           	3630.000        	0.691           	5082.000        	5808.000        	6534.000        	726.000
star_727	239.256         	1958.236        	0.620           	0.554           	3635.000        	0.691           	5089.000        	5816.000        	6543.000        	727.000
star_728	277.625         	2929.727        	0.618           	0.698           	3640.000        	0.691           	5096.000        	5824.000        	6552.000        	728.000
star_729	191.349         	2625.133        	0.759           	0.644           	3645.000        	0.691           	5103.000        	5832.000        	6561.000        	729.000
star_730	360.784         	759.813         	0.807           	0.831           	3650.000        	0.691           	5110.000        	5840.000        	6570.000        	730.000
star_731	297.977         	4901.279        	0.688           	0.584           	3655.000        	0.691           	5117.000        	5848.000        	6579.000        	731.000
star_732	205.898         	4835.309        	0.726           	0.789           	3660.000        	0.691           	5124.000        	5856.000        	6588.000        	732.000
star_733	200.741         	3152.886        	0.535           	0.695           	3665.000        	0.691           	5131.000        	5864.000        	6597.000        	733.000
star_734	243.193         	6092.108        	0.818           	0.617           	3670.000        	0.691           	5138.000        	5872.000        	6606.000        	734.000
